,latitude,longitude,FID,slope
1552,-6.5097,106.7959,3457,0
1553,16.4564,120.5855,3458,46
1554,-6.195,106.6254,3460,0
1555,20.4516,105.1433,3462,52
1556,23.641,108.281,3463,70
1557,-8.1587,115.1771,3464,-1
1558,26.138,94.25,3467,61
1559,31.958,77.1104,3468,68
1560,27.58124358,83.85213651,3471,41
1561,7.8794,98.2916,3472,37
1562,6.7646,80.8682,3475,71
1563,22.6461,88.3403,3476,4
1564,32.5552,76.1249,3477,67
1565,31.572,130.5149,3478,24
1566,30.81507336,78.22425329999999,3482,60
1567,25.1416,92.3807,3484,49
1568,32.6625,103.6056,3487,55
1569,-7.6926,109.5337,3490,0
1570,5.3491,100.2521,3491,44
1571,16.7667,120.7617,3492,56
1572,8.572000000000001,125.4908,3496,23
1573,27.0136,92.6351,3498,46
1574,16.7432,120.8269,3499,55
1575,27.772,85.9052,3500,73
1576,12.8446,75.2476,3501,12
1577,19.1008,84.0502,3503,45
1578,35.0148,75.6213,3509,62
1579,26.1044,91.7082,3510,41
1580,25.5098,93.8794,3512,76
1581,9.6515,124.3656,3514,26
1582,35.192,76.2579,3516,117
1583,26.026,97.3715,3518,40
1584,4.5791,101.3882,3527,39
1585,22.4209,103.8838,3528,67
1586,30.3818,102.8154,3530,110
1587,24.6596,93.9784,3532,14
1588,8.6251,125.9211,3534,20
1589,10.4578,123.7756,3535,50
1590,30.3822,78.0949,3537,31
1591,30.9936,78.4594,3539,101
1592,-7.6667,111.117,3542,0
1593,24.5204,92.7264,3546,20
1594,34.2601,75.4466,3547,83
1595,9.8306,76.9408,3550,35
1596,14.7333,121.6,3551,40
1597,27.0998,93.6287,3552,41
1598,6.6206,80.1721,3557,39
1599,19.1209,72.8406,3559,5
1600,31.0215,77.1038,3560,49
1601,3.7122,114.1991,3563,18
1602,28.299,84.0366,3564,83
1603,16.3103,120.6153,3565,72
1604,29.8208,107.9439,3566,63
1605,10.5339,123.7183,3567,4
1606,-7.5907,107.7705,3569,2
1607,16.6052,120.6311,3570,62
1608,27.5799,91.8569,3572,64
1609,2.5833,98.8333,3574,9
1610,28.1038,85.0548,3575,101
1611,27.5754,91.9754,3578,94
1612,19.0263,72.8676,3584,3
1613,27.8997,93.3497,3586,86
1614,15.1718,120.7653,3588,29
1615,3.3334,114.3859,3589,56
1616,9.6991,76.8168,3590,43
1617,-9.0087,148.1139,3594,-1
1618,27.8686,83.6606,3598,76
1619,14.4315,120.4851,3601,29
1620,26.8867642,88.28044714,3603,61
1621,28.0257,85.7262,3604,78
1622,25.31006064,94.48265093,3612,53
1623,20.78905882,93.16264553,3614,29
1624,20.77072395,93.16300568,3615,27
1625,20.77378413,93.16271876,3616,28
1626,20.7960639,93.15643012,3617,30
1627,20.788776,93.1281138,3618,25
1628,20.58222787,100.0813021,3619,37
1629,20.5732124,100.0866012,3620,39
1630,20.63104575,99.96579734,3621,32
1631,20.63182888,99.96431445,3622,32
1632,20.60814175,99.96612009,3623,31
1633,20.65505196,99.73963343,3624,39
1634,20.88173747,99.68499894,3625,38
1635,25.69269987,97.44605657,3626,50
1636,21.1856749,93.98553222,3627,68
1637,21.37022945,93.08916468,3628,46
1638,21.37174202,93.09930596,3629,47
1639,18.50309664,96.13499373,3630,17
1640,12.59174548,99.36525735,3631,62
1641,12.57058266,99.28882717,3632,51
1642,13.35103578,99.11828344,3633,58
1643,13.35174081,99.12344196,3634,59
1644,13.24805717,99.06081305,3635,50
1645,26.87312911,97.24775303,3636,80
1646,21.01171761,98.9021216,3637,53
1647,21.11910078,98.90869079,3638,55
1648,14.98763073,97.9485736,3639,52
1649,15.10755734,97.99277715,3640,48
1650,15.11116827,97.99655469,3641,49
1651,6.0638,116.2837,3643,38
1652,16.6619,121.6386,3646,6
1653,8.7122,124.7653,3648,37
1654,8.5008,124.4309,3651,23
1655,-7.1283,107.5614,3653,10
1656,-4.3333,137.0,3654,61
1657,7.0519,100.5049,3657,33
1658,4.3331,113.9949,3658,3
1659,28.1347,83.2369,3659,63
1660,33.8667,73.7667,3660,45
1661,26.1984,94.8158,3662,56
1662,24.5629,118.0076,3663,4
1663,15.14572613,97.93727868,3666,52
1664,15.14179781,97.93940264,3667,52
1665,15.16046871,97.97036771,3668,55
1666,15.14020374,97.94897033,3669,52
1667,15.1399669,97.95162662,3670,52
1668,15.13737114,97.96748395,3671,52
1669,15.13430549,97.96314984,3672,52
1670,21.21318862,93.76130975,3673,67
1671,16.612213699999998,94.46633791,3674,19
1672,21.19265211,93.80883033,3675,56
1673,17.23379142,97.38507494,3676,26
1674,17.32514637,97.39655823,3677,39
1675,19.64517321,94.1479131,3678,31
1676,19.56985914,94.25542914,3679,29
1677,19.57442548,94.26971639,3680,32
1678,16.98372562,98.14636987,3681,88
1679,11.82027218,98.11408661,3682,0
1680,-8.41036311,116.45913486,3683,-1
1681,24.912092,94.940362,3689,11
1682,27.724416,83.469507,3690,66
1683,-7.336586,110.015902,3701,0
1684,6.87925345,80.44285988,3722,55
1685,13.19074294,123.61803328,3727,18
1686,13.19074294,123.61803328,3729,18
1687,28.11,83.68,3731,61
1688,30.9544,77.5063,3732,66
1689,29.5659,80.3657,3734,80
1690,29.1554,114.4393,3735,42
1691,-6.9788,106.7018,3737,0
1692,26.6738,118.91,3741,39
1693,-1.0478,102.9334,3746,5
1694,22.7496,120.685,3749,80
1695,3.2211,101.5768,3750,27
1696,30.241,78.9,3756,68
1697,-5.4535,105.2666,3757,6
1698,27.4513,87.6093,3758,82
1699,10.3114,123.9013,3760,5
1700,15.1238,108.8117,3763,4
1701,35.1045,119.3247,3764,26
1702,6.9698,81.039,3769,41
1703,3.1857,101.7673,3770,36
1704,30.7221,78.6437,3771,79
1705,27.4503,87.74,3775,86
1706,16.0769,121.7536,3779,30
1707,10.0692,125.6036,3782,38
1708,25.6633,94.4703,3783,56
1709,18.3297,82.9565,3784,39
1710,26.9865,87.8982,3787,47
1711,28.4513,82.2801,3789,47
1712,29.3802,79.4633,3790,63
1713,27.703000000000007,85.3183,3791,6
1714,22.0596,103.1644,3792,77
1715,6.8196,80.8448,3793,50
1716,33.6296,74.5264,3794,71
1717,10.3454,123.8998,3795,29
1718,6.9374,125.4141,3801,63
1719,22.7102,113.5051,3802,3
1720,-7.6667,111.1167,3803,0
1721,29.3802,79.4633,3804,63
1722,27.7223,83.4763,3805,67
1723,27.1667,109.9167,3807,56
1724,27.8916,85.5036,3811,75
1725,27.6314,85.0813,3812,50
1726,26.159,91.8178,3814,28
1727,26.72,95.029,3815,43
1728,23.4535,120.4256,3819,3
1729,33.303000000000004,77.8876,3820,53
1730,11.338,76.8806,3822,56
1731,26.10973183,91.80317334,3823,28
1732,32.6598,76.85300000000002,3825,79
1733,30.895,77.089,3827,58
1734,7.2075,122.2299,3828,19
1735,7.1145,80.314,3829,43
1736,32.6175,75.6157,3831,38
1737,13.64,123.2804,3833,4
1738,29.3559,81.3097,3835,66
1739,27.172,88.5292,3836,67
1740,11.3403,76.8267,3837,91
1741,24.5436,121.8279,3839,66
1742,4.8333,114.8333,3840,12
1743,34.0786,74.3836,3841,60
1744,-6.1014,145.0722,3842,-1
1745,25.3919,114.8246,3844,29
1746,28.7835,119.3033,3845,64
1747,27.322,88.6087,3846,62
1748,26.9986,95.4993,3847,56
1749,27.05374234,88.42572376,3849,63
1750,33.5667,107.9833,3850,65
1751,37.5773,71.7041,3852,82
1752,10.232,123.7294,3854,40
1753,34.151,74.1213,3855,76
1754,7.5694,80.5284,3856,30
1755,17.5004,121.4292,3859,20
1756,28.6019,83.3378,3860,95
1757,17.6424,121.3254,3862,46
1758,24.3481,94.1146,3863,45
1759,28.18,85.11,3864,89
1760,25.3612,92.2845,3867,14
1761,27.795,84.432,3874,74
1762,19.17377751,72.88274367,3878,26
1763,7.2570000000000014,100.5066,3880,2
1764,27.0483,86.3248,3881,60
1765,29.2159,113.9074,3882,13
1766,17.5753,120.89,3884,38
1767,27.9726582,83.76126893,3887,66
1768,35.0111,72.7056,3890,70
1769,10.0838,77.0696,3894,40
1770,30.41288197,78.08379453,3907,59
1771,1.481724,124.859026,3913,15
1772,31.50015823,73.3456681,3918,1
1773,24.506937,91.588893,3919,4
1774,10.40539545,123.869359,3920,40
1775,28.3341,83.4966,3924,86
1776,34.5474,73.3455,3926,63
1777,25.4993,94.1192,3930,54
1778,5.4164,118.1493,3932,13
1779,7.0562,125.6022,3933,5
1780,5.4439,100.3028,3934,39
1781,21.0893,107.4603,3935,37
1782,10.3325,123.9032,3937,21
1783,-7.532999999999999,109.3047,3942,0
1784,24.9667,93.55,3944,72
1785,-7.4343,110.2707,3946,0
1786,27.7773,85.8416,3949,86
1787,3.1564,101.7022,3951,14
1788,9.68618726,125.57032204,3955,29
1789,22.1337,78.8979,3956,10
1790,10.2451,123.8332,3958,5
1791,16.4956,120.832,3961,59
1792,21.6429,104.4591,3964,52
1793,10.3031,76.7604,3966,45
1794,33.2611,75.2138,3967,75
1795,25.1941,94.4481,3968,45
1796,25.83,94.13,3969,39
1797,16.3453,120.5567,3972,75
1798,24.7992,93.948,3974,2
1799,16.5189,120.425,3975,33
1800,22.2144,92.235,3980,17
1801,32.8554,131.0362,3981,41
1802,25.6183,96.2964,3986,30
1803,33.3118,75.7525,3989,98
1804,-7.2484,107.9097,3990,23
1805,16.9959,121.3014,3993,45
1806,25.8143,90.5763,3995,24
1807,16.4187,120.6868,3997,55
1808,28.0579,84.0719,4000,45
1809,37.26419885,69.17730515,4021,18
1810,9.60397,124.273652,4023,25
1811,5.467079,100.274239,4024,46
1812,3.479015,102.322904,4025,10
1813,28.046302,83.26693900000002,4027,75
1814,28.051791,83.260372,4028,74
1815,29.83,94.96,4029,151
1816,10.3336,123.8978,4088,24
1817,27.513641,87.640957,4093,96
1818,27.98531715,94.21263589,4094,41
1819,-6.55899343,106.78628996,4095,0
1820,6.51972498,80.15402093,4098,29
1821,27.63630585,110.73188853,4100,60
1822,28.28120123,83.86441477,4103,55
1823,13.90074546,74.66018578,4105,21
1824,34.78860948,73.51484236,4107,88
1825,22.33644964,103.84485744,4109,53
1826,25.06657276,93.9310888,4110,36
1827,32.30628994,77.52161234,4111,99
1828,14.52203442,74.41035052,4112,25
1829,28.15308814,112.04256555,4114,47
1830,-6.589661,106.791206,4115,0
1831,26.9597,86.5598,4119,64
1832,39.407,141.7315,4123,29
1833,36.5796,139.6333,4126,36
1834,23.1749,120.2974,4133,2
1835,28.0989,83.8734,4135,58
1836,29.139,81.623,4137,98
1837,38.5464,69.3203,4141,16
1838,25.6219,96.2887,4145,30
1839,7.1633,125.8992,4158,20
1840,28.2333,83.9533,4159,54
1841,28.3048,83.6011,4160,87
1842,34.4002,74.2798,4161,21
1843,20.04,105.35,4162,40
1844,3.1621,101.684,4163,14
1845,-6.9759,109.1949,4165,-1
1846,8.55866825,76.89785918,4166,10
1847,27.33861278,87.67107225,4167,68
1848,6.50950401,80.23142734,4168,32
1849,6.26079274,80.49138664,4169,37
1850,39.81020345,69.52794225,4171,26
1851,26.6579,107.9326,4173,37
1852,25.0857,121.5399,4178,31
1853,7.0381,81.1079,4181,58
1854,27.2485,86.6444,4183,77
1855,0.1115,113.9171,4185,36
1856,17.5541,121.2368,4186,72
1857,9.6326,76.9792,4188,47
1858,31.9671,76.8521,4189,60
1859,30.6145,79.8102,4190,129
1860,15.3455,73.8976,4192,9
1861,28.5919,105.6975,4193,20
1862,34.5628,77.6001,4195,1
1863,-3.0414,101.9801,4198,57
1864,36.2225,72.1934,4199,71
1865,29.8002,80.2565,4204,60
1866,27.1761,88.5287,4207,68
1867,32.5205,130.4431,4209,23
1868,24.9829,93.5063,4212,57
1869,25.5125,93.3613,4214,41
1870,27.5161,88.5575,4215,94
1871,24.9925,93.5,4218,55
1872,8.1469,125.137,4219,30
1873,8.4951,76.921,4220,7
1874,15.7067,73.9551,4233,9
1875,10.3504,123.8815,4234,42
1876,19.0997,72.8974,4236,17
1877,23.8986,91.7599,4237,32
1878,6.1454,80.4119,4240,41
1879,29.0387,82.7442,4242,87
1880,12.9746,80.2119,4243,2
1881,30.15,78.7753,4244,52
1882,25.4788,94.1399,4247,45
1883,25.9612,105.3409,4248,42
1884,37.0791,76.6344,4249,73
1885,13.4582,144.7187,4251,-1
1886,27.8080337,84.43352419,4254,76
1887,-6.60253493,106.79556614,4256,0
1888,26.8670539,88.28040839,4261,61
1889,29.27910301,80.86335953,4277,64
1890,34.43134194,75.74123394,4285,59
1891,34.08327655,74.03228332,4286,65
1892,23.79260297,91.53090192,4287,19
1893,27.71748443,84.44591267,4288,13
1894,11.19838929,75.89666866,4292,23
1895,11.62513002,76.12122789,4293,42
1896,18.75631569,100.90796926,4294,32
1897,22.8739754,93.53251686,4295,50
1898,22.81178905,93.55851599,4296,77
1899,19.66581675,94.58317916,4297,39
1900,19.74985539,94.34507113,4298,47
1901,18.61272194,94.83437592,4299,48
1902,19.63193848,94.00538689,4300,25
1903,18.75592261,94.67161503,4301,44
1904,18.73291289,94.68622574,4302,48
1905,18.73320083,94.68385561,4303,48
1906,18.73083014,94.68374009,4304,48
1907,18.71878344,94.70959999,4305,45
1908,18.73165108,94.68089393,4306,48
1909,18.70155623,94.69497408,4307,47
1910,18.72484575,94.68937006,4308,48
1911,18.76639088,94.67285565,4309,43
1912,18.76567596,94.68294291,4310,45
1913,18.76598914,94.68293944,4311,44
1914,18.76440084,94.68595094,4312,45
1915,18.70963746,94.68386209,4313,50
1916,18.72914287,94.67659503,4314,49
1917,18.24870318,94.70605295,4315,52
1918,10.01056627,98.244697,4316,55
1919,10.39808625,98.646815,4317,29
1920,12.48977381,98.93674555,4318,47
1921,22.50470757,93.49864537,4319,55
1922,22.51902711,93.60424921,4320,56
1923,20.94906669,92.4307276,4321,44
1924,20.93736623,92.41842313,4322,46
1925,20.79675366,93.151382,4323,30
1926,20.81079996,93.17503923,4324,30
1927,20.58019847,100.084909,4325,38
1928,21.05905359,99.9426733,4326,39
1929,20.52281113,99.62082949,4327,32
1930,25.88705187,97.50244749,4328,42
1931,25.67945354,97.44288849,4329,50
1932,20.94614842,99.86952314,4330,45
1933,21.45206892,93.98177553,4331,44
1934,21.71019482,93.726329,4332,60
1935,21.38190838,93.11830365,4333,48
1936,21.38244263,93.11040251,4334,50
1937,17.90974443,96.45226081,4335,16
1938,18.50580637,96.1358303,4336,16
1939,12.52871395,99.26067789,4337,42
1940,12.57028737,99.28971827,4338,51
1941,12.52833682,99.26555175,4339,43
1942,12.70025513,98.94610256,4340,46
1943,13.37533323,98.96059819,4341,64
1944,13.37399492,99.10896705,4342,63
1945,13.35676301,99.11185473,4343,58
1946,13.37394892,99.10292462,4344,62
1947,13.35209036,99.08741192,4345,53
1948,12.69488435,98.97042582,4346,49
1949,13.24515859,99.05830872,4347,50
1950,13.25425438,99.02737655,4348,54
1951,13.10536284,99.00014061,4349,43
1952,26.09743469,97.23970863,4350,52
1953,26.07882796,97.60577684,4351,45
1954,26.08826568,97.21619589,4352,58
1955,26.215361100000006,97.14352582,4353,61
1956,26.36138596,97.21171353,4354,75
1957,21.136522600000006,98.90613072,4355,53
1958,29.8,95.7,4359,106
1959,27.8868,85.5107,4360,76
1960,28.7038,80.9787,4361,4
1961,4.9879,114.9553,4363,12
1962,7.8784,98.2997,4364,40
1963,13.8383,124.2714,4368,42
1964,32.9961,75.1994,4370,52
1965,-7.7333,109.0,4372,0
1966,25.7713,93.8067,4373,47
1967,27.8235,101.8873,4378,93
1968,35.2856,73.1642,4379,108
1969,30.4297,97.1598,4382,37
1970,9.0103,99.0886,4383,8
1971,5.3889999999999985,100.2906,4384,43
1972,29.7225,82.5068,4387,86
1973,7.0449,126.4497,4388,28
1974,16.3603,120.6757,4389,58
1975,33.2367,131.5241,4391,50
1976,27.2625,87.6017,4393,53
1977,28.2658,83.6117,4394,77
1978,-0.9813,100.6669,4395,5
1979,22.8729,110.501,4396,38
1980,28.3401,83.5983,4397,77
1981,-0.4521,100.4284,4398,33
1982,29.393,79.4525,4399,72
1983,26.7223,95.0243,4401,43
1984,-4.3256,103.1797,4402,8
1985,34.1093,73.9067,4403,69
1986,30.081,101.0106,4405,83
1987,36.5891,109.5249,4406,37
1988,28.3201,106.8514,4407,60
1989,28.1581,109.1974,4408,21
1990,30.1719,80.8576,4414,88
1991,26.1961,91.7825,4415,24
1992,30.9012,77.0958,4416,54
1993,36.2063,71.7854,4417,113
1994,33.2394,75.2405,4418,70
1995,27.6934,111.6641,4420,23
1996,27.7513,85.8166,4421,69
1997,11.2462,124.9944,4423,34
1998,25.1604,93.6795,4424,56
1999,3.0536,101.7329,4425,25
2000,28.4298,95.8776,4430,101
2001,22.4827,111.3604,4432,51
2002,35.7508,68.8479,4433,41
2003,25.4196,94.1054,4435,39
2004,27.7838,85.8369,4436,84
2005,26.88211522,88.3195318,4438,67
2006,31.2574,103.6019,4441,84
2007,0.1276,117.4844,4442,6
2008,10.0533,76.4788,4444,11
2009,2.3689,102.8213,4445,5
2010,6.1188,124.8792,4447,73
2011,16.5713,120.7325,4448,68
2012,27.805,84.9005,4449,55
2013,30.012,78.197,4450,19
2014,11.51185539,76.01854791,4452,62
2015,27.8808,83.3395,4454,63
2016,17.4122,121.4166,4456,28
2017,10.3094,125.0981,4457,73
2018,30.1818,81.4392,4460,112
2019,-6.25042287,106.84168949,4461,0
2020,32.3712,77.2466,4467,65
2021,22.3555,91.8205,4469,7
2022,10.3163,123.8529,4470,40
2023,17.2634,73.5446,4471,24
2024,-8.3919,115.6018,4472,-1
2025,-8.8559,121.6536,4473,0
2026,28.9973,101.5333,4478,78
2027,27.6832,85.4434,4481,12
2028,6.9634,80.3643,4482,65
2029,29.5105,108.6476,4484,59
2030,6.7397,80.1744,4487,33
2031,32.8054,130.7061,4491,9
2032,6.0211,116.497,4493,59
2033,24.6005,92.3814,4497,14
2034,27.8196,85.2114,4499,64
2035,14.4702,78.8205,4509,2
2036,33.2418,75.242,4515,73
2037,16.8336,121.1151,4516,57
2038,27.1695,88.3664,4517,68
2039,36.723,137.79,4520,70
2040,27.6674,86.7174,4522,105
2041,33.1213,75.2449,4524,56
2042,25.04,102.72,4531,6
2043,26.0101,94.5282,4543,57
2044,25.3291,112.1963,4544,49
2045,30.3351,78.5113,4547,60
2046,-6.4978,106.2839,4548,0
2047,34.5255,73.3447,4550,71
2048,31.673,76.5338,4554,27
2049,20.9383,92.2195,4555,26
2050,30.819000000000006,78.6149,4596,82
2051,13.1004,123.8421,4598,29
2052,26.87324244,88.29184021,4600,63
2053,6.1458,124.8955,4601,68
2054,33.2049,75.2845,4602,72
2055,27.32,103.72,4611,18
2056,26.4216,117.9097,4612,37
2057,7.1855,80.7675,4614,40
2058,24.9849,92.8411,4615,37
2059,29.88884727,80.56522226,4616,94
2060,27.7,83.45,4620,42
2061,25.6263,94.1057,4621,61
2062,27.8609,85.7763,4623,77
2063,22.3608,103.8646,4627,47
2064,28.1314,84.8272,4628,105
2065,23.8447,93.0514,4630,53
2066,37.4808,126.9936,4632,26
2067,10.3178,123.7808,4635,53
2068,13.3481,123.5074,4636,14
2069,29.5333,80.4333,4637,64
2070,28.089,84.4125,4639,59
2071,26.3185,94.5247,4640,43
2072,28.1836,82.8643,4641,73
2073,25.4191,94.1079,4644,37
2074,27.5862,104.8613,4645,36
2075,-7.2964,109.7189,4649,0
2076,26.89,88.47,4650,63
2077,28.023000000000003,83.8049,4652,61
2078,3.2289,101.7111,4653,25
2079,25.1622,92.0104,4658,6
2080,-7.2454,109.8148,4661,0
2081,18.7833,73.4703,4665,44
2082,19.2201,97.3876,4667,49
2083,34.0604,74.4203,4670,42
2084,31.0349,112.4408,4673,4
2085,4.4606,101.3941,4674,45
2086,37.6577,138.9862,4675,2
2087,17.7297,100.6846,4677,10
2088,6.8339,100.9366,4678,5
2089,27.174,95.8011,4679,42
2090,8.5055,98.2868,4681,53
2091,15.2074,108.7103,4682,10
2092,28.1881,84.8711,4684,98
2093,26.284,94.5808,4685,45
2094,13.6862,124.264,4689,39
2095,8.0539,126.4037,4693,29
2096,28.0336,85.2178,4694,82
2097,23.8616,112.1686,4697,23
2098,24.5784,91.7227,4701,2
2099,27.9504,84.3075,4703,51
2100,34.1601,75.49600000000002,4704,77
2101,7.6805,125.2236,4707,39
2102,30.80200029,78.61786282,4708,90
2103,30.2835,79.2498,4709,72
2104,33.7033,73.038,4710,3
2105,27.6163,88.6586,4711,108
2106,32.4792,117.7081,4712,2
2107,5.4429,100.2975,4713,43
2108,28.3928,83.5942,4718,115
2109,9.2424,125.9825,4719,26
2110,21.8777,104.5658,4720,61
2111,21.7653,104.1608,4726,48
2112,27.9547,120.6434,4730,48
2113,15.4838,73.8164,4734,13
2114,33.7403,77.7559,4736,67
2115,10.2863,123.8533,4738,35
2116,37.5666,126.9778,4741,26
2117,-7.3686,108.5684,4744,1
2118,27.2298,94.0989,4745,2
2119,32.2473,78.03699999999998,4748,63
2120,27.36,87.6681,4749,54
2121,34.6609,73.9593,4752,82
2122,33.23738085,75.24528226,4754,68
2123,22.479,92.967,4756,58
2124,35.2538,73.2113,4758,86
2125,30.3306,98.1578,4760,31
2126,14.5189,107.8594,4761,28
2127,33.0271,75.0018,4765,98
2128,33.4008,104.9221,4768,60
2129,19.9024,99.8324,4769,7
2130,33.8724,109.9404,4771,26
2131,4.9723,117.9555,4772,31
2132,5.6249,117.1589,4776,47
2133,22.3605,91.8236,4777,7
2134,21.3354,95.0827,4778,4
2135,14.5854,121.0709,4779,7
2136,-7.2986,110.1775,4782,0
2137,8.5419,124.763,4784,15
2138,17.4612,121.4255,4786,25
2139,26.8352,88.1881,4787,67
2140,27.8057,119.9994,4789,52
2141,27.7167,85.15,4790,68
2142,35.3005,74.4492,4799,79
2143,16.7667,120.7617,4800,56
2144,17.1167,120.917,4802,63
2145,13.6042,123.52,4804,11
2146,10.3184,77.5277,4806,69
2147,28.3092,95.4149,4812,95
2148,27.5687,85.34,4819,48
2149,28.3536,82.3997,4821,82
2150,10.3494,123.9334,4823,6
2151,26.8823,87.9125,4824,47
2152,30.7467,78.4517,4825,76
2153,34.1619,77.5528,4828,51
2154,24.684,121.1483,4830,51
2155,12.9752,77.6092,4832,4
2156,27.8732,85.9259,4833,83
2157,27.0076,88.251,4834,59
2158,24.4136,91.7561,4837,5
2159,-6.8463,106.7234,4838,0
2160,33.7453,74.1794,4842,57
2161,9.8721,76.7046,4843,23
2162,7.0804,125.6147,4844,5
2163,34.0966,73.4995,4848,55
2164,16.8686,96.1433,4850,4
2165,30.506,79.1127,4852,83
2166,5.8544,116.2981,4853,49
2167,27.9032,96.174,4854,4
2168,12.8041,74.8678,4856,7
2169,25.1056,121.7072,4857,28
2170,27.4373,90.4678,4858,68
2171,34.5396,73.3461,4859,66
2172,27.4,92.35,4861,64
2173,-0.3998,100.2812,4864,62
2174,7.0611,121.9325,4867,53
2175,-5.4589,104.7045,4869,6
2176,16.9752,120.911,4873,58
2177,27.0096,88.2548,4875,60
2178,31.7085,76.9297,4878,52
2179,30.2411,78.9014,4880,68
2180,34.9769,132.2294,4881,34
2181,6.9898,126.3173,4883,5
2182,25.3833,94.1884,4884,47
2183,26.1666,91.7042,4885,38
2184,5.9521,116.6733,4886,29
2185,-6.6234,106.7087,4887,0
2186,20.8938,105.5845,4892,9
2187,16.39,120.66,4893,50
2188,29.607,79.9298,4895,59
2189,-3.6945,102.4206,4896,17
2190,28.2,99.4,4901,90
2191,26.8545,88.3372,4902,57
2192,-3.814,136.3632,4903,0
2193,17.0821,120.9695,4904,62
2194,36.3079,74.6712,4905,80
2195,34.208,77.5101,4908,61
2196,31.8246,77.4702,4910,85
2197,25.1019,93.3729,4912,59
2198,-6.8255,106.742,4913,0
2199,25.6278,94.1051,4917,61
2200,-6.9373,107.474,4919,-1
2201,10.316,123.8804,4920,30
2202,-6.8345,107.4706,4924,-1
2203,-6.9563,107.0222,4926,-1
2204,23.9655,120.964,4927,16
2205,27.982,85.9757,4929,85
2206,8.2922,98.9153,4930,53
2207,31.8028,76.757,4932,43
2208,18.241,73.4469,4933,89
2209,-7.3112,109.8377,4935,0
2210,8.814,125.4336,4938,36
2211,-6.681,106.9064,4942,0
2212,16.6803,98.3667,4943,31
2213,30.8183,78.6186,4946,82
2214,27.1499,88.38,4951,70
2215,2.7982,98.7883,4952,50
2216,15.6045,107.9408,4956,26
2217,27.0667,89.5833,4957,87
2218,7.1916,126.1086,4960,61
2219,26.9343,88.4486,4962,65
2220,-6.681,106.9754,4964,0
2221,17.6,121.3667,4966,43
2222,27.822,84.4935,4967,77
2223,25.1333,93.9667,4973,38
2224,12.282,124.6167,4976,26
2225,27.7394,83.5754,4984,62
2226,28.0889,83.2934,4985,76
2227,29.7986,80.417,4988,79
2228,10.9628,77.5947,4990,2
2229,25.7131,94.0885,4991,36
2230,26.22247247,91.92053028,4994,35
2231,28.377188,83.498645,4995,86
2232,27.6835,86.1804,4997,79
2233,22.80452414,91.91261915,4998,10
2234,21.87861504,92.2676503,4999,23
2235,24.725938,116.732231,5000,32
2236,26.74386788,103.0563058,5001,93
2237,8.82861988,105.10710756,5003,1
2238,30.94222039,76.80054202,5005,7
2239,22.25721598,114.20927207,5006,49
2240,24.32420539,93.15020652,5007,56
2241,35.9,104.2214,5008,33
2242,35.31194721,76.31257094,5009,87
2243,14.889,120.864,5011,3
2244,39.9378,124.6807,5013,35
2245,10.7349,122.9747,5016,1
2246,29.3576,79.5519,5021,52
2247,13.7836,124.391,5025,39
2248,-8.2053,114.928,5032,0
2249,14.5767,121.4432,5033,40
2250,21.13399614,98.90684391,5036,53
2251,14.97857868,97.9438359,5037,50
2252,15.13948479,97.96022467,5038,52
2253,15.14465435,97.94887948,5039,53
2254,15.16582647,97.94382369,5040,53
2255,15.18843367,97.92575616,5041,50
2256,15.16353047,97.95168031,5042,54
2257,15.148898,97.94360802,5043,53
2258,15.14599958,97.94610539,5044,53
2259,15.14393376,97.95364412,5045,53
2260,15.13088534,97.95103473,5046,52
2261,15.13804479,97.95598614,5047,53
2262,15.13130217,97.9611525,5048,52
2263,15.12833329,97.95661954,5049,51
2264,15.12816619,97.96691256,5050,50
2265,21.2440374,93.77411091,5051,64
2266,21.1607239,93.77173447,5052,68
2267,19.62456176,94.14847508,5053,33
2268,19.6503989,94.14488837,5054,30
2269,19.63713485,94.14582448,5055,32
2270,19.63299526,94.15025375,5056,31
2271,19.0427603,94.67043383,5057,48
2272,11.73560072,98.0296272,5058,47
2273,11.77388203,98.05000941,5059,43
2274,9.84283264,76.73793470000003,5061,40
2275,22.46515292,92.06196614,5064,5
2276,28.1737,94.7596,5080,54
2277,16.7259,120.665,5082,71
2278,26.0462,68.2767,5086,2
2279,31.2351,111.0239,5087,46
2280,5.7369,116.384,5088,37
2281,26.88405686,88.28087032,5089,62
2282,17.265,121.2088,5090,50
2283,21.7697,102.9841,5091,56
2284,32.3898,72.7253,5093,1
2285,21.4409,92.0074,5095,6
2286,27.3425,88.6236,5096,68
2287,-6.8644,109.0338,5097,-1
2288,24.9818,93.5142,5098,72
2289,6.022,116.4916,5100,58
2290,19.1869,73.02,5102,47
2291,2.8961,112.0786,5106,3
2292,31.102451,77.20458599999998,5135,63
2293,28.2039,83.9806,5150,28
2294,10.77,123.98,5152,29
2295,30.7666,78.7963,5153,82
2296,30.7331,79.0685,5154,78
2297,29.7334,79.6367,5155,51
2298,31.0226,77.1029,5157,49
2299,27.8385,88.556,5158,83
2300,28.4311,82.1847,5160,65
2301,10.283626,123.82111299999998,5162,49
2302,28.54909078,108.54216858,5163,56
2303,17.06998518,96.82040086,5164,2
2304,13.87803507,74.6246332,5167,16
2305,8.77470756,105.05092536,5170,1
2306,-0.89966081,100.39349334,5171,4
2307,16.36626096,120.63126409,5172,58
